OrderID	FarmerID	RetailerID	OrderDate	TotalAmount	Status	PaymentStatus
5380	27	160	2024-12-21	108.7	Placed	Paid
5381	21	76	2024-04-08	425.28999999999996	Placed	Pending
5382	76	110	2024-03-24	5.03	Placed	Paid
5383	4	89	2024-10-02	1117.83	Delivered	Paid
5384	17	69	2024-03-03	432.09999999999997	Shipped	Paid
5385	75	15	2024-03-23	927.24	Shipped	Pending
5386	51	81	2024-11-02	1018.8599999999999	Delivered	Paid
5387	16	37	2024-01-29	457.94	Placed	Pending
5388	26	20	2024-07-24	1411.8799999999999	Shipped	Pending
5389	76	96	2024-06-07	773.85	Shipped	Paid
5390	2	99	2024-02-03	570.5899999999999	Placed	Pending
5391	12	145	2024-11-24	711.8600000000001	Placed	Pending
5392	80	26	2024-06-24	181.82999999999998	Delivered	Paid
5393	51	115	2024-04-02	774.31	Placed	Paid
5394	62	96	2024-02-21	333.39000000000004	Placed	Pending
5395	55	71	2024-03-06	543.45	Shipped	Pending
5396	86	131	2024-03-18	233.25	Delivered	Pending
5397	50	27	2024-05-08	963.62	Placed	Paid
5398	55	31	2024-11-13	406.18	Shipped	Paid
5399	1	147	2024-01-14	1061.8700000000001	Delivered	Paid
5400	95	137	2024-12-03	870.6	Shipped	Pending
5401	35	16	2024-03-11	142.98	Placed	Paid
5402	14	17	2024-12-27	247.17	Shipped	Paid
5403	46	3	2024-06-18	210.06	Shipped	Paid
5404	27	185	2024-05-18	366.40999999999997	Placed	Paid
5405	82	27	2024-10-24	833.16	Shipped	Paid
5406	7	133	2024-12-07	218.12	Shipped	Pending
5407	60	164	2024-10-29	454.87	Placed	Pending
5408	78	33	2024-08-26	1220.02	Shipped	Pending
5409	20	24	2024-03-08	592.4399999999999	Delivered	Paid
5410	33	161	2024-12-28	707.87	Delivered	Pending
5411	70	29	2024-12-24	911.73	Delivered	Paid
5412	39	198	2024-01-04	942.08	Delivered	Pending
5413	6	111	2024-09-09	525.03	Shipped	Pending
5414	26	54	2024-10-21	323.52	Placed	Paid
5415	76	143	2024-10-28	952.99	Shipped	Pending
5416	46	159	2024-02-18	736.56	Placed	Paid
5417	60	184	2024-06-23	1265.79	Delivered	Pending
5418	36	15	2024-08-09	137.55	Delivered	Pending
5419	65	92	2024-11-21	507.37	Delivered	Paid
5420	22	199	2024-10-04	2020.3899999999999	Shipped	Pending
5421	62	35	2024-12-29	470.08	Shipped	Paid
5422	95	131	2024-01-10	449.76	Shipped	Pending
5423	17	169	2024-09-03	1012.8800000000001	Delivered	Paid
5424	40	56	2024-07-04	523.86	Delivered	Pending
5425	11	150	2024-07-10	7.89	Shipped	Paid
5426	21	45	2024-10-11	1307.78	Placed	Pending
5427	97	28	2024-01-05	578.13	Delivered	Paid
5428	94	170	2024-06-29	785.8399999999999	Delivered	Pending
5429	97	77	2024-03-27	1308.24	Shipped	Paid
5430	53	49	2024-10-09	1450.27	Delivered	Pending
5431	83	4	2024-04-02	1163.0900000000001	Placed	Paid
5432	32	71	2024-03-24	278.92	Placed	Pending
5433	74	45	2024-10-18	1048.82	Delivered	Paid
5434	78	180	2024-01-07	672.7	Delivered	Pending
5435	22	178	2024-07-20	479.82	Shipped	Paid
5436	53	103	2024-03-09	331.5	Placed	Pending
5437	7	149	2024-06-24	1595.3200000000002	Shipped	Pending
5438	24	18	2024-04-09	566.87	Shipped	Pending
5439	6	5	2024-11-27	861.88	Delivered	Paid
5440	10	13	2024-11-10	77.9	Delivered	Paid
5441	29	63	2024-10-21	586.86	Shipped	Paid
5442	80	46	2024-10-02	494.52	Placed	Paid
5443	60	24	2024-06-01	902.42	Placed	Paid
5444	1	178	2024-07-14	759.71	Placed	Pending
5445	68	37	2024-01-11	537.43	Shipped	Pending
5446	5	83	2024-12-03	192.0	Shipped	Pending
5447	15	176	2024-07-23	1092.03	Delivered	Pending
5448	61	112	2024-01-29	93.84	Placed	Pending
5449	28	182	2024-05-24	1560.59	Delivered	Pending
5450	2	147	2024-01-06	1072.31	Shipped	Paid
5451	23	52	2024-08-25	2587.05	Shipped	Pending
5452	57	109	2024-02-16	1122.99	Delivered	Paid
5453	87	29	2024-04-24	1668.2500000000002	Placed	Paid
5454	15	4	2024-07-29	74.12	Delivered	Pending
5455	92	24	2024-05-24	618.74	Shipped	Pending
5456	26	184	2024-03-11	737.3100000000001	Placed	Pending
5457	36	74	2024-06-27	243.04	Placed	Paid
5458	23	119	2024-08-23	890.26	Shipped	Pending
5459	47	123	2024-09-24	558.7	Shipped	Paid
5460	89	54	2024-08-04	56.24	Shipped	Pending
5461	80	12	2024-04-02	847.3	Shipped	Pending
5462	61	84	2024-02-05	756.07	Shipped	Paid
5463	71	113	2024-09-18	63.1	Placed	Paid
5464	80	158	2024-09-10	1511.24	Delivered	Paid
5465	39	179	2024-03-29	225.3	Placed	Paid
5466	37	144	2024-03-27	857.82	Placed	Pending
5467	35	198	2024-06-06	1100.45	Shipped	Paid
5468	22	57	2024-09-11	1793.11	Shipped	Pending
5469	100	86	2024-08-07	752.5600000000001	Placed	Pending
5470	33	115	2024-10-20	158.0	Delivered	Paid
5471	46	76	2024-03-25	743.9399999999999	Delivered	Pending
5472	49	195	2024-04-25	165.13	Placed	Pending
5473	73	11	2024-10-13	1094.8	Shipped	Pending
5474	26	133	2024-03-29	1331.41	Shipped	Pending
5475	84	4	2024-02-02	268.95	Placed	Pending
5476	65	87	2024-04-26	188.95999999999998	Delivered	Pending
5477	95	69	2024-09-03	1924.67	Placed	Paid
5478	93	72	2024-07-19	432.48	Placed	Pending
5479	78	5	2024-10-29	1224.72	Placed	Paid
5480	69	20	2024-09-01	923.71	Shipped	Pending
5481	40	126	2024-01-26	805.1800000000001	Delivered	Pending
5482	38	57	2024-02-18	576.75	Shipped	Pending
5483	28	118	2024-05-21	904.49	Placed	Pending
5484	11	139	2024-07-11	1183.38	Shipped	Pending
5485	33	107	2024-07-31	1111.05	Shipped	Paid
5486	50	194	2024-12-13	1494.04	Placed	Pending
5487	9	95	2024-10-10	1833.5	Delivered	Pending
5488	12	133	2024-12-21	1175.68	Shipped	Paid
5489	20	116	2024-01-31	672.0	Shipped	Paid
5490	15	3	2024-10-22	1118.72	Delivered	Pending
5491	6	179	2024-06-20	411.81	Shipped	Pending
5492	38	61	2024-01-11	927.73	Shipped	Pending
5493	5	87	2024-08-07	1083.58	Placed	Paid
5494	32	114	2024-12-27	259.44	Shipped	Pending
5495	66	63	2024-10-30	2091.59	Placed	Paid
5496	62	166	2024-07-21	958.2	Shipped	Paid
5497	52	121	2024-01-12	243.8	Delivered	Paid
5498	18	47	2024-10-07	668.82	Delivered	Paid
5499	53	122	2024-08-03	946.83	Delivered	Pending
5500	79	5	2024-02-11	594.0	Delivered	Pending
5501	83	130	2024-09-17	8.42	Shipped	Pending
5502	65	195	2024-04-21	243.36	Shipped	Paid
5503	61	193	2024-07-17	820.65	Placed	Pending
5504	39	175	2024-04-14	585.22	Placed	Pending
5505	4	190	2024-07-23	485.94000000000005	Shipped	Pending
5506	86	164	2024-01-12	1178.28	Shipped	Paid
5507	16	178	2024-03-12	876.99	Shipped	Paid
5508	83	144	2024-05-14	1418.3	Shipped	Paid
5509	52	175	2024-10-06	1539.1499999999999	Delivered	Pending
5510	53	101	2024-01-16	635.47	Placed	Paid
5511	98	18	2024-02-01	485.03999999999996	Shipped	Paid
5512	87	4	2024-10-22	663.73	Shipped	Paid
5513	75	46	2024-10-24	323.05	Delivered	Paid
5514	73	138	2024-12-10	338.59	Placed	Pending
5515	72	40	2024-03-02	1051.33	Shipped	Pending
5516	99	60	2024-04-14	400.4	Shipped	Paid
5517	95	2	2024-08-22	787.47	Delivered	Pending
5518	79	68	2024-06-06	178.4	Placed	Pending
5519	38	41	2024-10-27	915.9100000000001	Placed	Paid
5520	76	138	2024-12-22	421.28	Delivered	Paid
5521	87	198	2024-02-14	883.86	Placed	Pending
5522	88	164	2024-06-03	682.96	Delivered	Paid
5523	37	92	2024-02-27	1078.96	Delivered	Pending
5524	4	98	2024-08-18	204.29	Delivered	Paid
5525	79	88	2024-02-02	1458.76	Delivered	Pending
5526	1	95	2024-04-07	17.73	Shipped	Paid
5527	30	144	2024-05-19	515.47	Delivered	Pending
5528	32	14	2024-12-03	273.0	Delivered	Paid
5529	87	190	2024-12-21	1713.7	Placed	Pending
5530	15	107	2024-10-02	777.79	Shipped	Paid
5531	82	97	2024-07-16	337.46000000000004	Delivered	Pending
5532	29	174	2024-12-05	277.84999999999997	Placed	Pending
5533	68	149	2024-11-26	206.82	Placed	Paid
5534	84	65	2024-07-13	566.75	Delivered	Paid
5535	66	24	2024-11-30	1415.25	Shipped	Paid
5536	58	199	2024-04-12	976.49	Placed	Paid
5537	7	154	2024-08-31	1173.48	Placed	Pending
5538	39	11	2024-11-18	2018.1100000000001	Shipped	Paid
5539	4	132	2024-04-14	1331.46	Delivered	Paid
5540	82	17	2024-09-22	1757.9499999999998	Shipped	Paid
5541	20	136	2024-07-24	586.76	Placed	Pending
5542	23	167	2024-10-08	1019.31	Shipped	Pending
5543	42	193	2024-09-26	680.6899999999999	Placed	Paid
5544	19	133	2024-08-22	168.3	Delivered	Pending
5545	24	165	2024-10-16	207.16000000000003	Delivered	Pending
5546	36	23	2024-11-19	576.4	Placed	Pending
5547	1	109	2024-10-03	1238.5	Delivered	Paid
5548	50	29	2024-11-03	986.9	Placed	Pending
5549	51	34	2024-07-26	1604.2399999999998	Placed	Paid
5550	18	5	2024-09-28	1158.3	Placed	Paid
5551	8	163	2024-08-21	688.8199999999999	Placed	Pending
5552	87	68	2024-04-09	1646.31	Shipped	Pending
5553	42	153	2024-04-21	2025.0100000000002	Shipped	Paid
5554	33	86	2024-11-24	1070.24	Delivered	Pending
5555	11	46	2024-01-04	528.05	Placed	Pending
5556	85	37	2024-12-04	389.4	Shipped	Paid
5557	48	56	2024-12-02	1853.81	Shipped	Paid
5558	12	40	2024-10-26	739.2	Placed	Pending
5559	32	3	2024-07-05	1652.4	Placed	Pending
5560	58	104	2024-10-18	510.07	Delivered	Paid
5561	79	97	2024-05-07	362.57000000000005	Delivered	Pending
5562	17	194	2024-01-01	200.32	Shipped	Paid
5563	41	35	2024-07-11	671.22	Delivered	Pending
5564	46	91	2024-01-22	790.04	Placed	Pending
5565	65	193	2024-05-10	690.22	Placed	Pending
5566	100	72	2024-07-07	865.83	Delivered	Paid
5567	52	180	2024-05-04	384.62	Shipped	Paid
5568	46	184	2024-03-01	1088.82	Delivered	Pending
5569	32	133	2024-09-12	1016.29	Shipped	Pending
5570	52	106	2024-12-30	1401.3	Placed	Paid
5571	30	110	2024-03-06	200.46	Placed	Pending
5572	60	155	2024-07-25	12.18	Delivered	Pending
5573	75	19	2024-05-25	145.77	Placed	Pending
5574	40	146	2024-10-24	685.02	Shipped	Paid
5575	96	13	2024-03-10	695.67	Shipped	Paid
5576	68	100	2024-11-05	130.13	Placed	Paid
5577	73	159	2024-07-29	312.76	Placed	Paid
5578	54	102	2024-07-15	1142.53	Placed	Pending
5579	75	105	2024-10-18	1115.07	Placed	Paid
5580	49	157	2024-06-25	1896.66	Delivered	Paid
5581	95	155	2024-10-28	83.23	Delivered	Paid
5582	42	193	2024-04-20	453.12	Delivered	Pending
5583	72	132	2024-07-23	765.18	Shipped	Pending
5584	79	48	2024-08-18	1884.3	Shipped	Pending
5585	39	32	2024-01-07	360.98	Placed	Pending
5586	23	13	2024-09-25	87.04	Delivered	Pending
5587	32	25	2024-11-07	468.03999999999996	Shipped	Paid
5588	68	191	2024-11-04	1213.38	Placed	Paid
5589	17	104	2024-03-20	822.4200000000001	Placed	Paid
5590	9	75	2024-01-03	584.33	Shipped	Paid
5591	85	179	2024-11-30	248.52	Shipped	Pending
5592	79	186	2024-03-16	956.4	Delivered	Paid
5593	95	167	2024-06-05	535.91	Delivered	Paid
5594	37	188	2024-01-18	712.66	Delivered	Paid
5595	39	31	2024-04-21	1843.44	Placed	Paid
5596	74	127	2024-09-21	1210.83	Shipped	Paid
5597	70	121	2024-11-21	1982.29	Placed	Paid
5598	79	139	2024-10-29	1489.11	Shipped	Pending
5599	50	77	2024-12-09	191.4	Placed	Paid
5600	2	85	2024-05-31	454.95000000000005	Delivered	Paid
5601	67	47	2024-01-29	1011.26	Placed	Pending
5602	4	146	2024-04-28	182.91	Shipped	Pending
5603	78	27	2024-08-07	191.73	Delivered	Pending
5604	80	103	2024-10-13	647.04	Placed	Paid
5605	48	103	2024-11-28	646.47	Delivered	Paid
5606	11	122	2024-01-03	511.94	Delivered	Pending
5607	81	1	2024-05-05	252.77	Shipped	Pending
5608	13	135	2024-07-28	788.25	Shipped	Pending
5609	20	194	2024-09-02	1977.79	Delivered	Pending
5610	40	64	2024-01-04	338.03000000000003	Shipped	Pending
5611	16	182	2024-05-11	902.6899999999999	Placed	Pending
5612	10	169	2024-04-25	346.67	Placed	Pending
5613	80	81	2024-12-04	937.86	Shipped	Paid
5614	7	128	2024-01-07	1277.51	Shipped	Pending
5615	83	44	2024-04-10	617.98	Placed	Pending
5616	8	58	2024-06-28	836.55	Shipped	Paid
5617	98	170	2024-10-21	785.45	Placed	Paid
5618	89	86	2024-03-16	286.65	Delivered	Paid
5619	26	133	2024-10-29	937.0	Shipped	Paid
5620	59	11	2024-04-17	1215.3899999999999	Placed	Pending
5621	38	80	2024-04-04	292.53	Shipped	Pending
5622	71	156	2024-05-26	546.56	Placed	Pending
5623	56	7	2024-09-09	313.46	Shipped	Pending
5624	100	58	2024-03-06	657.93	Shipped	Paid
5625	89	121	2024-01-03	649.8399999999999	Shipped	Pending
5626	100	194	2024-02-09	388.4	Delivered	Paid
5627	81	9	2024-08-29	715.3199999999999	Delivered	Pending
5628	62	178	2024-02-15	526.2	Placed	Paid
5629	76	89	2024-10-02	1096.0700000000002	Placed	Pending
5630	50	50	2024-06-29	1656.67	Shipped	Paid
5631	10	143	2024-11-05	989.04	Shipped	Paid
5632	45	140	2024-06-25	509.81000000000006	Delivered	Paid
5633	42	116	2024-02-18	590.46	Shipped	Pending
5634	51	172	2024-11-13	794.8	Shipped	Paid
5635	86	30	2024-11-04	996.19	Shipped	Paid
5636	63	122	2024-11-27	613.08	Placed	Paid
5637	2	151	2024-05-25	1258.98	Placed	Paid
5638	41	80	2024-06-08	365.28000000000003	Placed	Pending
5639	98	64	2024-01-10	1598.38	Delivered	Paid
5640	11	139	2024-04-01	60.62	Placed	Paid
5641	49	101	2024-10-28	1520.26	Placed	Paid
5642	66	96	2024-05-02	521.7	Delivered	Pending
5643	36	161	2024-12-16	920.89	Delivered	Paid
5644	57	137	2024-12-03	452.85	Delivered	Paid
5645	51	83	2024-03-18	1614.23	Placed	Pending
5646	49	73	2024-02-16	67.94	Delivered	Pending
5647	77	53	2024-12-29	233.64	Placed	Paid
5648	93	107	2024-06-24	1597.59	Placed	Paid
5649	25	155	2024-01-29	2201.37	Shipped	Pending
5650	3	129	2024-05-14	1456.1	Delivered	Paid
5651	63	11	2024-08-09	98.4	Delivered	Pending
5652	77	44	2024-01-22	1421.23	Placed	Paid
5653	90	158	2024-11-02	958.82	Placed	Pending
5654	11	24	2024-04-23	861.75	Placed	Paid
5655	49	26	2024-07-18	1189.6000000000001	Placed	Pending
5656	36	142	2024-10-02	750.7500000000001	Shipped	Paid
5657	21	103	2024-06-24	1292.22	Placed	Paid
5658	16	29	2024-12-02	1489.31	Delivered	Pending
5659	38	117	2024-01-17	1089.09	Delivered	Paid
5660	3	81	2024-03-16	632.74	Placed	Pending
5661	1	122	2024-12-13	832.68	Shipped	Pending
5662	92	72	2024-07-05	141.32	Shipped	Pending
5663	8	137	2024-12-23	1001.65	Delivered	Paid
5664	26	21	2024-11-23	1341.31	Shipped	Paid
5665	50	191	2024-05-28	746.4899999999999	Placed	Pending
5666	74	70	2024-05-04	1551.77	Shipped	Pending
5667	53	34	2024-07-17	520.38	Shipped	Paid
5668	42	180	2024-05-07	45.5	Delivered	Pending
5669	47	60	2024-01-02	239.82	Placed	Paid
5670	10	190	2024-07-15	851.7	Delivered	Pending
5671	17	96	2024-01-09	100.44	Shipped	Pending
5672	28	100	2024-01-04	933.86	Delivered	Pending
5673	43	14	2024-01-25	591.43	Shipped	Paid
5674	51	102	2024-01-22	426.7	Placed	Pending
5675	48	12	2024-01-05	296.02	Placed	Paid
5676	82	110	2024-11-27	752.96	Shipped	Paid
5677	70	151	2024-11-15	627.96	Placed	Paid
5678	76	12	2024-04-20	164.26	Delivered	Paid
5679	8	190	2024-03-25	863.2900000000001	Placed	Paid
5680	47	35	2024-03-14	68.24	Placed	Pending
5681	21	177	2024-06-22	1468.69	Placed	Pending
5682	73	120	2024-07-08	43.56	Delivered	Pending
5683	15	148	2024-04-28	1638.89	Delivered	Paid
5684	6	13	2024-07-19	234.46	Delivered	Pending
5685	18	119	2024-01-23	865.66	Shipped	Pending
5686	85	83	2024-05-31	9.68	Shipped	Pending
5687	76	36	2024-11-18	664.9	Placed	Pending
5688	96	143	2024-05-26	562.46	Delivered	Pending
5689	37	85	2024-12-21	874.7800000000001	Placed	Paid
5690	72	5	2024-03-04	253.04000000000002	Delivered	Paid
5691	77	100	2024-10-07	2045.99	Shipped	Pending
5692	28	73	2024-09-28	442.97	Shipped	Pending
5693	52	41	2024-07-22	296.8	Placed	Pending
5694	16	127	2024-03-17	639.8399999999999	Delivered	Pending
5695	41	180	2024-01-27	375.11	Shipped	Pending
5696	31	105	2024-01-07	2066.76	Placed	Pending
5697	40	139	2024-03-12	1960.97	Shipped	Paid
5698	2	76	2024-08-17	232.54	Shipped	Paid
5699	52	5	2024-08-03	308.07	Placed	Paid
5700	9	94	2024-06-29	385.63	Delivered	Pending
5701	10	96	2024-01-14	1126.1499999999999	Placed	Paid
5702	57	59	2024-02-04	1585.76	Delivered	Paid
5703	64	25	2024-08-04	748.48	Shipped	Pending
5704	45	135	2024-01-28	1005.72	Shipped	Paid
5705	17	46	2024-07-10	534.9300000000001	Shipped	Pending
5706	27	63	2024-02-08	391.28	Delivered	Pending
5707	57	146	2024-06-06	225.87	Shipped	Paid
5708	49	68	2024-12-29	2355.58	Delivered	Pending
5709	13	175	2024-04-19	1121.5900000000001	Shipped	Pending
5710	7	82	2024-10-25	823.21	Delivered	Pending
5711	74	189	2024-03-04	935.89	Placed	Pending
5712	96	77	2024-08-10	1008.3199999999999	Delivered	Pending
5713	28	110	2024-10-24	314.35	Shipped	Pending
5714	71	61	2024-03-04	298.40999999999997	Placed	Pending
5715	64	68	2024-11-06	449.64	Delivered	Pending
5716	71	2	2024-07-21	568.8299999999999	Shipped	Pending
5717	99	48	2024-01-26	36.0	Placed	Pending
5718	94	23	2024-08-30	175.54	Delivered	Pending
5719	1	165	2024-05-05	625.21	Placed	Paid
5720	4	155	2024-03-24	1240.36	Shipped	Pending
5721	31	56	2024-09-07	767.49	Placed	Paid
5722	91	155	2024-12-19	769.68	Delivered	Pending
5723	88	35	2024-04-18	1594.08	Placed	Pending
5724	34	11	2024-05-28	1967.3600000000001	Placed	Paid
5725	31	196	2024-06-13	777.99	Placed	Pending
5726	49	159	2024-08-23	820.32	Delivered	Paid
5727	22	113	2024-05-12	1141.86	Shipped	Paid
5728	91	41	2024-11-14	1163.1599999999999	Placed	Pending
5729	19	12	2024-11-29	32.95	Placed	Paid
5730	24	6	2024-12-17	1151.97	Delivered	Paid
5731	89	1	2024-05-08	121.98	Placed	Pending
5732	25	59	2024-11-11	1241.93	Placed	Pending
5733	18	55	2024-05-30	574.5	Shipped	Pending
5734	10	155	2024-12-03	858.28	Delivered	Paid
5735	2	173	2024-11-07	51.17	Shipped	Pending
5736	11	85	2024-06-13	418.05	Shipped	Pending
5737	50	15	2024-03-05	273.82	Shipped	Pending
5738	73	177	2024-08-11	1077.66	Delivered	Paid
5739	71	57	2024-04-13	298.32	Placed	Paid
5740	92	101	2024-01-02	945.5799999999999	Shipped	Paid
5741	87	40	2024-04-19	678.4300000000001	Placed	Pending
5742	93	200	2024-11-16	320.16	Placed	Paid
5743	58	120	2024-09-09	653.25	Shipped	Paid
5744	10	107	2024-04-14	790.27	Delivered	Paid
5745	52	77	2024-07-22	580.39	Delivered	Pending
5746	57	1	2024-01-15	1609.73	Placed	Pending
5747	31	97	2024-01-27	471.26	Placed	Pending
5748	41	44	2024-11-10	770.9	Delivered	Pending
5749	81	74	2024-03-10	1203.75	Placed	Paid
5750	61	182	2024-11-23	323.12	Shipped	Paid
5751	64	70	2024-03-08	1344.52	Placed	Pending
5752	98	94	2024-08-30	1610.6599999999999	Delivered	Paid
5753	59	108	2024-08-07	1261.73	Placed	Pending
5754	1	111	2024-10-18	581.68	Placed	Paid
5755	32	181	2024-01-21	568.5899999999999	Shipped	Paid
5756	85	92	2024-09-17	639.36	Delivered	Pending
5757	53	187	2024-05-14	422.79999999999995	Placed	Pending
5758	58	69	2024-10-20	1214.68	Shipped	Pending
5759	76	54	2024-11-26	482.13	Placed	Paid
5760	90	198	2024-10-27	439.93999999999994	Delivered	Pending
5761	70	182	2024-10-21	420.36	Shipped	Paid
5762	77	181	2024-05-11	225.62	Delivered	Pending
5763	76	190	2024-01-18	1506.65	Delivered	Pending
5764	2	73	2024-06-09	1674.01	Delivered	Paid
5765	54	199	2024-03-14	1236.98	Shipped	Pending
5766	17	34	2024-04-20	414.45	Delivered	Paid
5767	33	98	2024-10-29	1163.94	Placed	Paid
5768	21	184	2024-02-21	463.1	Delivered	Paid
5769	14	85	2024-12-04	531.48	Delivered	Pending
5770	44	59	2024-10-14	305.72	Shipped	Paid
5771	90	19	2024-01-03	2.87	Placed	Pending
5772	95	179	2024-08-11	1076.3799999999999	Placed	Paid
5773	76	136	2024-04-08	1758.6299999999999	Delivered	Pending
5774	39	45	2024-09-11	966.31	Delivered	Paid
5775	51	184	2024-06-23	383.52000000000004	Shipped	Pending
5776	66	199	2024-02-02	1216.15	Delivered	Paid
5777	27	116	2024-03-06	1215.3200000000002	Delivered	Pending
5778	43	169	2024-01-30	784.2	Delivered	Pending
5779	50	134	2024-02-04	466.4	Placed	Pending
5780	10	188	2024-12-23	67.92	Placed	Pending
5781	83	95	2024-10-21	278.6	Shipped	Pending
5782	96	148	2024-08-27	1090.9	Delivered	Pending
5783	4	193	2024-07-19	826.25	Delivered	Pending
5784	55	176	2024-09-20	1293.21	Shipped	Pending
5785	100	100	2024-10-17	1022.0699999999999	Placed	Paid
5786	80	114	2024-01-02	153.7	Placed	Paid
5787	16	13	2024-07-21	388.42	Delivered	Paid
5788	19	107	2024-10-20	699.05	Placed	Pending
5789	17	2	2024-07-24	1834.5900000000001	Placed	Pending
5790	46	82	2024-06-14	920.58	Delivered	Pending
5791	65	105	2024-12-16	40.92	Shipped	Pending
5792	86	134	2024-09-12	662.06	Shipped	Pending
5793	97	195	2024-06-16	327.84	Shipped	Pending
5794	13	45	2024-06-29	220.8	Shipped	Pending
5795	36	2	2024-08-08	62.9	Placed	Paid
5796	68	115	2024-07-16	809.6499999999999	Shipped	Pending
5797	17	75	2024-09-28	1849.72	Delivered	Paid
5798	10	107	2024-07-01	930.55	Shipped	Pending
5799	42	28	2024-05-10	112.24000000000001	Placed	Paid
5800	39	67	2024-05-11	1542.1599999999999	Placed	Pending
5801	1	37	2024-05-31	107.1	Placed	Paid
5802	53	137	2024-09-27	859.1099999999999	Shipped	Paid
5803	100	60	2024-09-19	747.94	Shipped	Pending
5804	94	17	2024-01-22	449.03000000000003	Shipped	Paid
5805	53	50	2024-05-05	364.78999999999996	Placed	Pending
5806	20	55	2024-05-17	1383.33	Delivered	Pending
5807	23	12	2024-02-01	431.36	Delivered	Pending
5808	70	157	2024-01-25	1277.1999999999998	Delivered	Paid
5809	78	199	2024-01-16	609.0799999999999	Shipped	Paid
5810	35	172	2024-04-18	1587.31	Delivered	Paid
5811	99	111	2024-10-25	396.06	Delivered	Paid
5812	61	153	2024-11-06	169.92	Shipped	Pending
5813	35	87	2024-03-10	855.3000000000001	Placed	Pending
5814	27	93	2024-02-26	755.1300000000001	Shipped	Pending
5815	2	77	2024-09-26	1049.55	Shipped	Paid
5816	27	91	2024-08-25	67.7	Shipped	Pending
5817	66	4	2024-06-02	261.44	Delivered	Pending
5818	82	164	2024-09-12	2292.36	Placed	Pending
5819	3	87	2024-12-12	1092.03	Delivered	Paid
5820	85	111	2024-03-12	1292.81	Placed	Paid
5821	33	70	2024-11-11	514.64	Placed	Paid
5822	12	91	2024-04-29	96.5	Delivered	Paid
5823	67	72	2024-06-19	1887.31	Delivered	Paid
5824	25	80	2024-08-27	287.99	Placed	Paid
5825	13	145	2024-04-26	1489.22	Delivered	Pending
5826	59	121	2024-12-06	215.07	Shipped	Pending
5827	47	157	2024-08-23	1534.35	Shipped	Paid
5828	40	18	2024-12-02	784.91	Delivered	Pending
5829	88	134	2024-05-16	1681.48	Delivered	Paid
5830	1	129	2024-04-13	816.6700000000001	Delivered	Paid
5831	41	165	2024-11-06	50.6	Delivered	Pending
5832	66	71	2024-12-22	1685.84	Placed	Pending
5833	32	166	2024-03-22	1308.96	Placed	Paid
5834	4	189	2024-08-07	1871.55	Delivered	Pending
5835	49	184	2024-10-07	10.16	Delivered	Pending
5836	59	108	2024-03-25	1097.08	Shipped	Pending
5837	27	26	2024-09-21	2145.74	Shipped	Paid
5838	1	99	2024-12-24	777.42	Shipped	Paid
5839	28	169	2024-10-29	497.6	Delivered	Paid
5840	12	136	2024-07-09	1300.75	Placed	Pending
5841	65	39	2024-10-03	1116.16	Shipped	Paid
5842	47	88	2024-07-14	450.45	Delivered	Pending
5843	80	141	2024-07-31	1614.4099999999999	Delivered	Paid
5844	20	61	2024-08-03	335.4	Placed	Pending
5845	29	168	2024-03-14	430.58	Shipped	Paid
5846	80	129	2024-08-18	868.81	Delivered	Paid
5847	22	59	2024-03-18	1153.94	Shipped	Paid
5848	91	196	2024-01-19	1378.2	Shipped	Pending
5849	92	139	2024-05-19	493.36	Delivered	Pending
5850	86	142	2024-01-29	961.78	Shipped	Pending
5851	75	83	2024-08-16	1024.6100000000001	Delivered	Pending
5852	81	114	2024-02-06	1962.74	Shipped	Pending
5853	41	52	2024-06-09	1106.1299999999999	Delivered	Paid
5854	70	160	2024-10-05	1367.1999999999998	Delivered	Paid
5855	96	54	2024-08-19	117.32	Shipped	Paid
5856	75	17	2024-06-29	1339.1200000000001	Shipped	Pending
5857	8	143	2024-11-04	1032.08	Delivered	Pending
5858	66	156	2024-07-08	32.34	Delivered	Pending
5859	52	141	2024-03-26	221.44	Placed	Pending
5860	66	114	2024-10-08	637.02	Shipped	Paid
5861	3	40	2024-09-25	686.3699999999999	Placed	Pending
5862	11	39	2024-07-23	81.0	Placed	Pending
5863	14	47	2024-12-14	755.0000000000001	Placed	Paid
5864	43	189	2024-11-19	145.05	Placed	Paid
5865	73	166	2024-03-20	68.16	Delivered	Pending
5866	98	26	2024-12-01	797.98	Delivered	Paid
5867	84	126	2024-01-14	447.12	Placed	Pending
5868	92	195	2024-07-17	841.24	Delivered	Paid
5869	7	117	2024-03-01	1007.49	Delivered	Paid
5870	62	200	2024-04-22	963.1	Placed	Paid
5871	71	156	2024-07-17	1389.2	Placed	Paid
5872	91	131	2024-05-20	1113.78	Delivered	Pending
5873	39	156	2024-12-04	1813.69	Shipped	Paid
5874	92	81	2024-05-04	523.53	Placed	Pending
5875	42	118	2024-09-08	330.96	Delivered	Pending
5876	94	58	2024-09-22	974.26	Placed	Pending
5877	89	115	2024-06-30	984.5699999999999	Placed	Pending
5878	31	190	2024-08-14	152.46	Placed	Paid
5879	28	26	2024-12-02	63.6	Shipped	Pending
5880	81	11	2024-06-23	271.97	Delivered	Pending
5881	87	9	2024-08-13	442.15999999999997	Shipped	Paid
5882	12	135	2024-11-25	1774.6	Shipped	Paid
