PaymentID,OrderID,PaymentDate,Amount,PaymentMethod,PaymentStatus
13691,13691,2024-04-23,175.33,Cash,Paid
13692,13692,2024-06-28,669.2,Bank Transfer,Pending
13693,13693,2024-01-17,317.68,Credit,Paid
13694,13694,2024-09-19,224.32,Cash,Paid
13695,13695,2024-01-04,1112.7,Credit,Paid
13696,13696,2024-03-08,568.17,Cash,Paid
13697,13697,2024-03-27,735.5699999999999,Credit,Paid
13698,13698,2024-10-24,355.88,Bank Transfer,Paid
13699,13699,2024-09-30,230.07,Cash,Pending
13700,13700,2024-08-07,1559.64,Credit,Paid
13701,13701,2024-01-11,1480.52,Bank Transfer,Paid
13702,13702,2024-05-16,420.9,Credit,Paid
13703,13703,2024-03-05,331.88,Bank Transfer,Paid
13704,13704,2024-07-19,855.98,Bank Transfer,Pending
13705,13705,2024-09-22,771.28,Cash,Pending
13706,13706,2024-08-26,918.31,Cash,Paid
13707,13707,2024-08-28,705.0,Credit,Paid
13708,13708,2024-05-02,935.38,Cash,Pending
13709,13709,2024-06-26,46.21,Cash,Paid
13710,13710,2024-08-25,732.96,Credit,Pending
13711,13711,2024-03-22,504.72,Bank Transfer,Pending
13712,13712,2024-11-07,1155.37,Credit,Pending
13713,13713,2024-08-11,1332.97,Credit,Pending
13714,13714,2024-07-15,1006.6800000000001,Cash,Pending
13715,13715,2024-07-29,523.8900000000001,Cash,Paid
13716,13716,2024-09-18,1266.44,Bank Transfer,Paid
13717,13717,2024-01-10,1321.15,Credit,Pending
13718,13718,2024-05-16,659.99,Credit,Pending
13719,13719,2024-09-07,126.56,Bank Transfer,Pending
13720,13720,2024-05-03,884.62,Cash,Paid
13721,13721,2024-03-16,961.82,Cash,Paid
13722,13722,2024-04-24,1120.59,Bank Transfer,Paid
13723,13723,2024-04-18,94.28,Cash,Pending
13724,13724,2024-01-24,462.84000000000003,Cash,Paid
13725,13725,2024-08-29,1582.0500000000002,Bank Transfer,Pending
13726,13726,2024-10-02,196.69000000000003,Credit,Paid
13727,13727,2024-12-23,583.41,Bank Transfer,Paid
13728,13728,2024-06-28,162.12,Credit,Pending
13729,13729,2024-03-27,844.0,Bank Transfer,Pending
13730,13730,2024-11-09,556.16,Cash,Paid
13731,13731,2024-11-16,231.66,Cash,Paid
13732,13732,2024-05-26,212.81,Credit,Pending
13733,13733,2024-04-26,819.5799999999999,Cash,Pending
13734,13734,2024-11-20,1099.0,Cash,Paid
13735,13735,2024-12-01,200.79000000000002,Credit,Pending
13736,13736,2024-09-14,769.09,Cash,Pending
13737,13737,2024-02-21,562.92,Bank Transfer,Paid
13738,13738,2024-10-11,426.15999999999997,Credit,Paid
13739,13739,2024-12-06,5.0,Cash,Pending
13740,13740,2024-05-13,58.75,Cash,Pending
13741,13741,2024-01-09,327.6,Bank Transfer,Paid
13742,13742,2024-05-06,205.92,Bank Transfer,Pending
13743,13743,2024-02-27,1050.68,Bank Transfer,Paid
13744,13744,2024-03-24,145.69,Bank Transfer,Pending
13745,13745,2024-08-22,1313.25,Bank Transfer,Pending
13746,13746,2024-05-07,426.58,Cash,Paid
13747,13747,2024-02-04,478.4,Bank Transfer,Paid
13748,13748,2024-07-24,757.71,Bank Transfer,Pending
13749,13749,2024-02-15,501.25,Credit,Paid
13750,13750,2024-02-10,1442.44,Bank Transfer,Paid
13751,13751,2024-07-20,697.04,Bank Transfer,Pending
13752,13752,2024-08-29,1396.79,Bank Transfer,Paid
13753,13753,2024-08-12,440.64,Credit,Paid
13754,13754,2024-09-18,1225.52,Credit,Paid
13755,13755,2024-11-08,437.1,Bank Transfer,Paid
13756,13756,2024-02-14,1675.58,Cash,Paid
13757,13757,2024-02-16,32.49,Cash,Pending
13758,13758,2024-09-14,917.76,Bank Transfer,Pending
13759,13759,2024-10-15,270.0,Cash,Pending
13760,13760,2024-06-16,304.9,Credit,Pending
13761,13761,2024-04-11,249.75,Credit,Paid
13762,13762,2024-09-15,511.74,Bank Transfer,Paid
13763,13763,2024-09-21,390.0,Bank Transfer,Pending
13764,13764,2024-06-12,1113.98,Credit,Pending
13765,13765,2024-04-24,562.5,Credit,Pending
13766,13766,2024-10-31,403.26,Bank Transfer,Paid
13767,13767,2024-03-29,217.16,Cash,Paid
13768,13768,2024-06-23,774.11,Credit,Paid
13769,13769,2024-01-30,183.24,Credit,Paid
13770,13770,2024-12-08,800.8,Cash,Pending
13771,13771,2024-07-09,468.15999999999997,Cash,Pending
13772,13772,2024-05-28,946.2399999999999,Bank Transfer,Paid
13773,13773,2024-09-19,1035.31,Credit,Pending
13774,13774,2024-10-13,191.95,Bank Transfer,Paid
13775,13775,2024-08-14,2199.53,Bank Transfer,Pending
13776,13776,2024-09-18,320.83,Credit,Pending
13777,13777,2024-10-26,954.28,Bank Transfer,Paid
13778,13778,2024-09-13,523.28,Bank Transfer,Pending
13779,13779,2024-12-08,1280.33,Cash,Pending
13780,13780,2024-12-08,326.27,Cash,Paid
13781,13781,2024-05-28,63.36,Bank Transfer,Pending
13782,13782,2024-04-25,559.53,Credit,Pending
13783,13783,2024-06-15,1219.0,Credit,Paid
13784,13784,2024-08-30,65.39,Credit,Pending
13785,13785,2024-11-26,584.05,Bank Transfer,Paid
13786,13786,2024-01-15,1100.8899999999999,Cash,Paid
13787,13787,2024-05-04,979.02,Credit,Paid
13788,13788,2024-03-03,412.63,Credit,Paid
13789,13789,2024-05-11,1549.98,Cash,Paid
13790,13790,2024-11-27,717.93,Credit,Pending
13791,13791,2024-12-04,644.4,Credit,Paid
13792,13792,2024-10-27,408.76,Bank Transfer,Paid
13793,13793,2024-05-16,466.32,Bank Transfer,Pending
13794,13794,2024-12-29,1310.72,Cash,Pending
13795,13795,2024-02-09,94.77,Bank Transfer,Pending
13796,13796,2024-08-07,698.2,Bank Transfer,Pending
13797,13797,2024-12-21,1493.76,Cash,Paid
13798,13798,2024-04-15,1041.17,Bank Transfer,Pending
13799,13799,2024-06-07,1181.84,Bank Transfer,Paid
13800,13800,2024-05-31,103.95,Bank Transfer,Paid
13801,13801,2024-11-06,585.41,Credit,Paid
13802,13802,2024-09-19,190.18,Cash,Paid
13803,13803,2024-07-13,747.7,Cash,Pending
13804,13804,2024-10-01,656.25,Credit,Pending
13805,13805,2024-10-08,1350.58,Bank Transfer,Pending
13806,13806,2024-07-29,1452.35,Credit,Paid
13807,13807,2024-07-19,1306.0,Cash,Paid
13808,13808,2024-08-24,54.3,Bank Transfer,Pending
13809,13809,2024-12-24,722.8,Credit,Pending
13810,13810,2024-10-04,773.12,Credit,Pending
13811,13811,2024-08-17,763.04,Credit,Pending
13812,13812,2024-09-10,218.99,Credit,Paid
13813,13813,2024-01-23,334.09000000000003,Bank Transfer,Pending
13814,13814,2024-09-26,1307.31,Cash,Paid
13815,13815,2024-08-31,1055.91,Bank Transfer,Paid
13816,13816,2024-05-25,839.3,Cash,Paid
13817,13817,2024-12-06,1267.51,Bank Transfer,Pending
13818,13818,2024-10-14,1010.78,Bank Transfer,Pending
13819,13819,2024-01-27,1101.2,Cash,Pending
13820,13820,2024-05-13,1144.01,Credit,Pending
13821,13821,2024-03-22,1402.77,Cash,Paid
13822,13822,2024-02-07,1129.31,Credit,Pending
13823,13823,2024-09-20,1899.87,Cash,Paid
13824,13824,2024-11-20,1371.2,Cash,Paid
13825,13825,2024-12-12,496.65,Bank Transfer,Pending
13826,13826,2024-06-19,180.0,Cash,Pending
13827,13827,2024-11-12,1720.0500000000002,Cash,Paid
13828,13828,2024-09-13,670.68,Cash,Paid
13829,13829,2024-12-22,51.84,Bank Transfer,Paid
13830,13830,2024-08-01,835.91,Cash,Paid
13831,13831,2024-06-29,454.42999999999995,Bank Transfer,Pending
13832,13832,2024-05-31,1020.41,Bank Transfer,Pending
13833,13833,2024-06-09,246.94,Credit,Pending
13834,13834,2024-10-06,1494.9499999999998,Bank Transfer,Paid
13835,13835,2024-03-01,432.0,Cash,Pending
13836,13836,2024-11-08,152.70000000000002,Cash,Pending
13837,13837,2024-05-03,1495.3400000000001,Bank Transfer,Pending
13838,13838,2024-01-26,120.72,Cash,Pending
13839,13839,2024-03-16,512.3,Cash,Pending
13840,13840,2024-08-23,541.28,Credit,Pending
13841,13841,2024-03-25,43.86,Bank Transfer,Paid
13842,13842,2024-02-15,1236.78,Cash,Paid
13843,13843,2024-07-11,203.2,Cash,Paid
13844,13844,2024-02-05,198.39000000000001,Cash,Pending
13845,13845,2024-03-03,255.09999999999997,Cash,Pending
13846,13846,2024-06-19,920.4200000000001,Bank Transfer,Paid
13847,13847,2024-01-26,440.4,Credit,Paid
13848,13848,2024-03-17,65.88,Cash,Paid
13849,13849,2024-10-12,799.49,Bank Transfer,Paid
13850,13850,2024-06-10,326.12,Bank Transfer,Pending
13851,13851,2024-02-25,1001.93,Credit,Paid
13852,13852,2024-05-31,854.89,Cash,Pending
13853,13853,2024-02-16,236.25,Bank Transfer,Pending
13854,13854,2024-06-02,98.7,Bank Transfer,Paid
13855,13855,2024-04-17,112.0,Bank Transfer,Paid
13856,13856,2024-07-31,525.04,Bank Transfer,Paid
13857,13857,2024-06-30,222.64,Credit,Paid
13858,13858,2024-01-15,510.4,Cash,Paid
13859,13859,2024-05-02,1258.71,Credit,Pending
13860,13860,2024-09-20,603.1700000000001,Bank Transfer,Paid
13861,13861,2024-08-19,980.62,Cash,Pending
13862,13862,2024-04-03,774.9200000000001,Credit,Paid
13863,13863,2024-10-17,595.85,Cash,Paid
13864,13864,2024-07-23,1113.41,Bank Transfer,Pending
13865,13865,2024-11-29,1381.59,Bank Transfer,Pending
13866,13866,2024-09-06,1012.46,Credit,Paid
13867,13867,2024-05-17,654.9200000000001,Bank Transfer,Paid
13868,13868,2024-05-20,54.05,Cash,Pending
13869,13869,2024-10-26,1062.3100000000002,Credit,Paid
13870,13870,2024-06-27,592.12,Credit,Pending
13871,13871,2024-04-10,1489.22,Cash,Pending
13872,13872,2024-01-21,1141.94,Cash,Paid
13873,13873,2024-11-04,492.58,Cash,Pending
13874,13874,2024-07-05,1767.42,Credit,Paid
13875,13875,2024-08-24,165.56,Bank Transfer,Pending
13876,13876,2024-11-13,1902.1100000000001,Credit,Paid
13877,13877,2024-08-07,535.25,Credit,Paid
13878,13878,2024-09-21,990.48,Cash,Paid
13879,13879,2024-11-09,169.5,Cash,Paid
13880,13880,2024-11-27,1259.84,Bank Transfer,Paid
13881,13881,2024-07-18,483.51,Bank Transfer,Paid
13882,13882,2024-12-04,1342.05,Bank Transfer,Pending
13883,13883,2024-10-26,165.07,Bank Transfer,Pending
13884,13884,2024-07-06,122.4,Bank Transfer,Paid
13885,13885,2024-12-24,605.75,Cash,Pending
13886,13886,2024-10-22,691.96,Bank Transfer,Paid
13887,13887,2024-01-05,1467.88,Cash,Paid
13888,13888,2024-09-30,1006.22,Cash,Paid
13889,13889,2024-05-20,163.24,Cash,Pending
13890,13890,2024-10-19,1803.45,Bank Transfer,Pending
13891,13891,2024-03-03,259.72,Cash,Pending
13892,13892,2024-01-07,482.47,Bank Transfer,Paid
13893,13893,2024-08-29,336.59999999999997,Cash,Paid
13894,13894,2024-04-27,1130.23,Bank Transfer,Paid
13895,13895,2024-05-07,1445.2,Cash,Paid
13896,13896,2024-02-12,1224.6599999999999,Bank Transfer,Pending
13897,13897,2024-03-27,9.68,Credit,Pending
13898,13898,2024-03-12,507.13,Cash,Paid
13899,13899,2024-05-20,846.48,Bank Transfer,Pending
13900,13900,2024-02-23,1515.22,Credit,Pending
13901,13901,2024-02-19,941.32,Bank Transfer,Paid
13902,13902,2024-10-01,43.55,Bank Transfer,Paid
13903,13903,2024-02-11,1168.9,Credit,Pending
13904,13904,2024-05-26,492.0,Cash,Paid
13905,13905,2024-07-26,891.8,Credit,Pending
13906,13906,2024-01-06,964.49,Bank Transfer,Pending
13907,13907,2024-11-25,224.22,Cash,Pending
13908,13908,2024-04-28,1863.74,Credit,Paid
13909,13909,2024-03-12,125.19,Cash,Pending
13910,13910,2024-04-13,1617.21,Bank Transfer,Paid
13911,13911,2024-07-20,1136.36,Cash,Paid
13912,13912,2024-06-26,892.1200000000001,Credit,Pending
13913,13913,2024-03-12,914.36,Cash,Pending
13914,13914,2024-09-02,690.44,Credit,Pending
13915,13915,2024-05-13,671.76,Cash,Paid
13916,13916,2024-08-15,768.2,Cash,Pending
13917,13917,2024-05-17,1138.08,Credit,Pending
13918,13918,2024-10-29,1942.6,Bank Transfer,Paid
13919,13919,2024-07-17,270.29,Cash,Pending
13920,13920,2024-04-24,961.5,Credit,Paid
13921,13921,2024-05-17,330.88,Credit,Paid
13922,13922,2024-05-25,379.03,Credit,Pending
13923,13923,2024-06-13,398.16,Credit,Pending
13924,13924,2024-09-07,816.0999999999999,Cash,Paid
13925,13925,2024-10-06,363.15,Cash,Pending
13926,13926,2024-01-15,500.28,Bank Transfer,Pending
13927,13927,2024-01-03,2309.75,Bank Transfer,Paid
13928,13928,2024-04-08,1398.37,Bank Transfer,Pending
13929,13929,2024-08-17,1495.47,Bank Transfer,Pending
13930,13930,2024-10-09,58.94,Credit,Pending
13931,13931,2024-10-27,1129.25,Credit,Pending
13932,13932,2024-03-31,1063.83,Credit,Paid
13933,13933,2024-01-06,77.13,Cash,Paid
13934,13934,2024-01-28,99.22,Credit,Paid
13935,13935,2024-01-11,1045.46,Bank Transfer,Paid
13936,13936,2024-11-02,137.8,Credit,Paid
13937,13937,2024-01-20,506.1,Cash,Paid
13938,13938,2024-11-16,778.74,Credit,Pending
13939,13939,2024-03-14,1351.44,Cash,Pending
13940,13940,2024-09-10,1283.83,Bank Transfer,Paid
13941,13941,2024-03-22,429.94,Bank Transfer,Paid
13942,13942,2024-10-28,412.96000000000004,Credit,Pending
13943,13943,2024-02-17,199.18,Credit,Paid
13944,13944,2024-03-30,671.09,Cash,Paid
13945,13945,2024-07-04,1060.31,Credit,Paid
13946,13946,2024-06-20,1102.5900000000001,Bank Transfer,Pending
13947,13947,2024-04-21,1638.8,Cash,Paid
13948,13948,2024-04-01,179.99,Credit,Paid
13949,13949,2024-11-28,2041.3600000000001,Credit,Paid
13950,13950,2024-01-09,529.25,Cash,Paid
13951,13951,2024-09-10,475.88,Cash,Pending
13952,13952,2024-10-05,1913.87,Credit,Pending
13953,13953,2024-01-08,388.76,Cash,Pending
13954,13954,2024-10-22,1368.95,Cash,Pending
13955,13955,2024-02-29,129.19,Cash,Paid
13956,13956,2024-11-28,614.6999999999999,Cash,Paid
13957,13957,2024-01-14,2082.21,Credit,Pending
13958,13958,2024-12-19,549.57,Bank Transfer,Paid
13959,13959,2024-02-24,494.32,Cash,Pending
13960,13960,2024-10-25,797.9,Cash,Pending
13961,13961,2024-09-15,852.81,Cash,Pending
13962,13962,2024-03-05,1118.66,Credit,Paid
13963,13963,2024-02-24,678.8399999999999,Credit,Pending
13964,13964,2024-09-16,1929.08,Bank Transfer,Paid
13965,13965,2024-05-19,1629.14,Cash,Paid
13966,13966,2024-10-17,1063.98,Credit,Pending
13967,13967,2024-11-19,585.95,Bank Transfer,Pending
13968,13968,2024-12-04,284.72,Bank Transfer,Pending
13969,13969,2024-12-13,118.56,Bank Transfer,Pending
13970,13970,2024-02-11,1681.65,Cash,Pending
13971,13971,2024-01-28,265.74,Bank Transfer,Paid
13972,13972,2024-11-27,384.02,Bank Transfer,Paid
13973,13973,2024-07-09,912.87,Cash,Paid
13974,13974,2024-06-30,174.32,Bank Transfer,Pending
13975,13975,2024-04-03,299.99,Cash,Pending
13976,13976,2024-11-19,145.2,Cash,Pending
13977,13977,2024-08-05,100.36,Credit,Pending
13978,13978,2024-12-10,1339.16,Bank Transfer,Paid
13979,13979,2024-07-11,1185.37,Bank Transfer,Pending
13980,13980,2024-03-17,122.31,Bank Transfer,Pending
13981,13981,2024-11-09,1070.1100000000001,Credit,Paid
13982,13982,2024-11-16,465.65,Credit,Pending
13983,13983,2024-06-17,399.6,Credit,Paid
13984,13984,2024-08-31,1185.08,Cash,Pending
13985,13985,2024-08-04,924.51,Credit,Pending
13986,13986,2024-04-26,1460.9299999999998,Cash,Pending
13987,13987,2024-01-14,466.15999999999997,Cash,Paid
13988,13988,2024-10-20,433.21,Cash,Paid
13989,13989,2024-01-04,980.6800000000001,Credit,Paid
13990,13990,2024-04-05,560.36,Cash,Paid
13991,13991,2024-07-15,1350.54,Cash,Pending
13992,13992,2024-02-14,722.93,Cash,Paid
13993,13993,2024-11-26,665.9,Credit,Pending
13994,13994,2024-06-15,1176.1699999999998,Bank Transfer,Paid
13995,13995,2024-06-29,928.0,Cash,Paid
13996,13996,2024-11-24,764.92,Credit,Pending
13997,13997,2024-10-02,477.66,Bank Transfer,Pending
13998,13998,2024-11-12,802.8399999999999,Cash,Paid
13999,13999,2024-11-08,976.0,Credit,Pending
14000,14000,2024-10-29,73.92,Bank Transfer,Paid
14001,14001,2024-11-05,320.10999999999996,Bank Transfer,Paid
14002,14002,2024-04-09,487.62,Bank Transfer,Paid
14003,14003,2024-07-18,2388.42,Bank Transfer,Paid
14004,14004,2024-12-28,204.38,Credit,Paid
14005,14005,2024-06-21,936.61,Credit,Paid
14006,14006,2024-12-03,1030.8899999999999,Cash,Paid
14007,14007,2024-01-31,1382.4,Bank Transfer,Paid
14008,14008,2024-10-22,581.32,Cash,Pending
14009,14009,2024-07-09,323.82,Cash,Paid
14010,14010,2024-01-17,128.34,Credit,Paid
14011,14011,2024-09-14,716.88,Credit,Pending
14012,14012,2024-12-19,31.39,Cash,Paid
14013,14013,2024-10-31,695.02,Cash,Pending
14014,14014,2024-08-12,745.87,Bank Transfer,Pending
14015,14015,2024-05-12,2325.58,Bank Transfer,Pending
14016,14016,2024-09-19,132.57,Credit,Paid
14017,14017,2024-01-06,249.6,Cash,Pending
14018,14018,2024-12-26,140.14,Cash,Paid
14019,14019,2024-02-02,91.44,Bank Transfer,Paid
14020,14020,2024-11-18,609.74,Cash,Paid
14021,14021,2024-08-25,605.79,Bank Transfer,Paid
14022,14022,2024-04-01,276.06,Credit,Paid
14023,14023,2024-02-14,623.63,Cash,Paid
14024,14024,2024-03-28,616.88,Credit,Pending
14025,14025,2024-02-22,763.9200000000001,Cash,Paid
14026,14026,2024-08-18,1203.03,Credit,Paid
14027,14027,2024-05-15,205.54,Cash,Paid
14028,14028,2024-02-02,481.26,Bank Transfer,Pending
14029,14029,2024-11-08,85.59,Cash,Pending
14030,14030,2024-02-19,756.85,Credit,Pending
14031,14031,2024-07-01,221.4,Cash,Pending
14032,14032,2024-02-16,208.63,Bank Transfer,Pending
14033,14033,2024-10-21,857.1600000000001,Cash,Pending
14034,14034,2024-01-17,1678.71,Cash,Pending
14035,14035,2024-06-06,972.9200000000001,Bank Transfer,Pending
14036,14036,2024-03-30,802.41,Cash,Paid
14037,14037,2024-02-28,1060.27,Bank Transfer,Pending
14038,14038,2024-04-24,663.1800000000001,Credit,Pending
14039,14039,2024-07-26,627.06,Cash,Pending
14040,14040,2024-07-02,1903.8400000000001,Bank Transfer,Pending
14041,14041,2024-04-04,634.06,Bank Transfer,Pending
14042,14042,2024-09-05,4.16,Bank Transfer,Paid
14043,14043,2024-07-26,588.44,Credit,Paid
14044,14044,2024-03-09,1114.78,Bank Transfer,Pending
14045,14045,2024-08-13,536.56,Bank Transfer,Paid
14046,14046,2024-06-18,701.96,Credit,Pending
14047,14047,2024-09-19,1.17,Cash,Paid
14048,14048,2024-03-16,615.59,Bank Transfer,Pending
14049,14049,2024-03-31,683.4599999999999,Credit,Paid
14050,14050,2024-07-05,729.1,Credit,Paid
14051,14051,2024-08-27,461.63,Bank Transfer,Pending
14052,14052,2024-06-24,755.81,Bank Transfer,Paid
14053,14053,2024-03-07,711.4000000000001,Credit,Pending
14054,14054,2024-12-01,710.95,Credit,Paid
14055,14055,2024-02-15,591.75,Bank Transfer,Paid
14056,14056,2024-04-13,147.33,Credit,Paid
14057,14057,2024-01-28,1277.6,Credit,Paid
14058,14058,2024-01-24,673.79,Bank Transfer,Pending
14059,14059,2024-06-08,277.58000000000004,Bank Transfer,Paid
14060,14060,2024-10-08,771.1700000000001,Credit,Paid
14061,14061,2024-04-29,1657.27,Bank Transfer,Pending
14062,14062,2024-07-27,449.19,Credit,Paid
14063,14063,2024-06-15,734.37,Bank Transfer,Pending
14064,14064,2024-06-24,113.94,Credit,Pending
14065,14065,2024-10-05,1308.52,Cash,Pending
14066,14066,2024-10-15,555.33,Credit,Paid
14067,14067,2024-12-26,820.12,Bank Transfer,Pending
14068,14068,2024-09-26,952.1800000000001,Bank Transfer,Pending
14069,14069,2024-07-16,1334.13,Cash,Paid
14070,14070,2024-01-25,1816.2,Credit,Paid
14071,14071,2024-08-13,908.18,Credit,Paid
14072,14072,2024-08-28,1652.29,Bank Transfer,Paid
14073,14073,2024-02-12,919.94,Cash,Pending
14074,14074,2024-05-14,1418.48,Bank Transfer,Pending
14075,14075,2024-02-21,645.63,Credit,Paid
14076,14076,2024-12-23,98.46,Bank Transfer,Paid
14077,14077,2024-08-31,638.46,Cash,Pending
14078,14078,2024-05-16,1010.11,Cash,Pending
14079,14079,2024-08-31,205.0,Bank Transfer,Pending
14080,14080,2024-03-19,693.78,Cash,Pending
14081,14081,2024-02-22,1381.47,Cash,Paid
14082,14082,2024-01-25,212.43,Credit,Pending
14083,14083,2024-12-22,228.23,Cash,Pending
14084,14084,2024-06-24,455.19,Cash,Paid
14085,14085,2024-04-19,822.64,Credit,Paid
14086,14086,2024-06-01,1218.31,Credit,Pending
14087,14087,2024-02-17,2010.73,Credit,Paid
14088,14088,2024-04-23,629.1899999999999,Credit,Pending
14089,14089,2024-02-14,23.58,Cash,Pending
14090,14090,2024-11-18,212.82999999999998,Bank Transfer,Paid
14091,14091,2024-02-07,795.8199999999999,Bank Transfer,Paid
14092,14092,2024-08-14,340.28,Bank Transfer,Paid
14093,14093,2024-01-30,608.29,Bank Transfer,Pending
14094,14094,2024-03-06,398.05,Cash,Paid
14095,14095,2024-02-17,711.87,Cash,Paid
14096,14096,2024-02-08,1063.68,Credit,Paid
14097,14097,2024-01-18,1162.26,Bank Transfer,Pending
14098,14098,2024-01-19,850.58,Bank Transfer,Paid
14099,14099,2024-06-11,1737.5,Credit,Pending
14100,14100,2024-10-02,617.24,Credit,Paid
14101,14101,2024-01-13,144.0,Cash,Pending
14102,14102,2024-04-17,576.6,Cash,Paid
14103,14103,2024-03-10,219.48,Bank Transfer,Paid
14104,14104,2024-10-21,2374.46,Cash,Paid
14105,14105,2024-03-27,1429.58,Cash,Pending
14106,14106,2024-05-18,781.9,Cash,Paid
14107,14107,2024-09-08,234.94,Cash,Pending
14108,14108,2024-07-02,1476.6,Cash,Pending
14109,14109,2024-06-11,128.7,Bank Transfer,Paid
14110,14110,2024-10-10,186.56,Cash,Pending
14111,14111,2024-05-01,180.95,Bank Transfer,Pending
14112,14112,2024-06-25,1859.58,Credit,Pending
14113,14113,2024-05-16,1748.28,Bank Transfer,Paid
14114,14114,2024-02-10,48.76,Bank Transfer,Pending
14115,14115,2024-12-14,574.56,Bank Transfer,Paid
14116,14116,2024-10-13,456.95,Credit,Paid
14117,14117,2024-11-27,489.5,Bank Transfer,Pending
14118,14118,2024-11-22,1081.3,Cash,Pending
14119,14119,2024-12-08,157.95,Credit,Pending
14120,14120,2024-12-06,44.28,Cash,Pending
14121,14121,2024-06-04,527.76,Bank Transfer,Pending
14122,14122,2024-04-03,684.56,Credit,Pending
14123,14123,2024-03-15,434.7,Bank Transfer,Paid
14124,14124,2024-05-12,1139.42,Bank Transfer,Paid
14125,14125,2024-09-05,1794.44,Bank Transfer,Paid
14126,14126,2024-05-20,800.93,Cash,Pending
14127,14127,2024-07-26,21.9,Bank Transfer,Paid
14128,14128,2024-03-11,1672.71,Credit,Pending
14129,14129,2024-06-14,11.21,Cash,Paid
14130,14130,2024-06-23,1249.93,Credit,Paid
14131,14131,2024-08-16,259.55,Cash,Pending
14132,14132,2024-08-13,366.2,Credit,Paid
14133,14133,2024-11-16,895.4499999999999,Bank Transfer,Paid
14134,14134,2024-05-03,277.55,Bank Transfer,Paid
14135,14135,2024-05-11,127.0,Credit,Paid
14136,14136,2024-01-27,243.78,Credit,Paid
14137,14137,2024-10-15,111.25,Credit,Paid
14138,14138,2024-10-08,1345.4,Credit,Paid
14139,14139,2024-09-21,525.48,Bank Transfer,Pending
14140,14140,2024-01-09,928.76,Bank Transfer,Pending
14141,14141,2024-09-30,105.84,Bank Transfer,Paid
14142,14142,2024-07-05,1697.76,Credit,Paid
14143,14143,2024-06-29,1385.41,Credit,Pending
14144,14144,2024-08-02,839.28,Bank Transfer,Pending
14145,14145,2024-07-22,1362.72,Credit,Paid
14146,14146,2024-02-08,1224.8,Credit,Paid
14147,14147,2024-12-14,779.73,Cash,Pending
14148,14148,2024-04-28,393.25,Cash,Pending
14149,14149,2024-07-04,1043.19,Credit,Pending
14150,14150,2024-10-30,1183.05,Cash,Paid
14151,14151,2024-11-28,1066.4,Bank Transfer,Pending
14152,14152,2024-07-19,440.64,Credit,Pending
14153,14153,2024-06-14,235.26999999999998,Bank Transfer,Paid
14154,14154,2024-02-15,1104.1799999999998,Credit,Paid
14155,14155,2024-02-10,1080.84,Cash,Pending
14156,14156,2024-10-13,1864.01,Bank Transfer,Paid
14157,14157,2024-01-31,1450.67,Credit,Paid
14158,14158,2024-10-10,951.04,Credit,Paid
14159,14159,2024-01-16,1387.2,Bank Transfer,Paid
14160,14160,2024-03-21,17.16,Credit,Pending
14161,14161,2024-02-06,993.47,Cash,Pending
14162,14162,2024-01-26,477.5,Credit,Paid
14163,14163,2024-12-25,248.85,Bank Transfer,Paid
14164,14164,2024-07-13,1041.28,Cash,Pending
14165,14165,2024-02-02,909.6999999999999,Cash,Paid
14166,14166,2024-11-05,83.2,Bank Transfer,Paid
14167,14167,2024-06-18,196.82999999999998,Bank Transfer,Pending
14168,14168,2024-04-04,1429.37,Cash,Pending
14169,14169,2024-11-01,499.98,Cash,Paid
14170,14170,2024-02-19,1161.5,Bank Transfer,Paid
14171,14171,2024-01-27,830.8800000000001,Credit,Paid
14172,14172,2024-05-11,1219.24,Bank Transfer,Pending
14173,14173,2024-07-20,72.36,Credit,Pending
14174,14174,2024-02-01,891.9300000000001,Credit,Pending
14175,14175,2024-08-12,1052.18,Bank Transfer,Paid
14176,14176,2024-11-21,1338.35,Cash,Paid
14177,14177,2024-04-03,41.51,Cash,Pending
14178,14178,2024-06-19,504.9,Credit,Paid
14179,14179,2024-01-10,301.65999999999997,Cash,Paid
14180,14180,2024-03-24,87.75,Cash,Pending
14181,14181,2024-07-02,37.08,Cash,Pending
14182,14182,2024-11-01,873.41,Credit,Pending
14183,14183,2024-09-25,1106.32,Cash,Paid
14184,14184,2024-08-26,1611.5,Cash,Pending
14185,14185,2024-10-24,153.6,Bank Transfer,Paid
14186,14186,2024-10-01,969.1800000000001,Bank Transfer,Pending
14187,14187,2024-07-17,291.6,Bank Transfer,Paid
14188,14188,2024-02-20,1154.19,Bank Transfer,Pending
14189,14189,2024-04-05,1052.81,Cash,Pending
14190,14190,2024-04-10,434.69,Cash,Paid
14191,14191,2024-08-06,1020.91,Cash,Pending
14192,14192,2024-04-30,903.82,Credit,Pending
14193,14193,2024-11-24,1191.52,Bank Transfer,Paid
14194,14194,2024-01-18,391.29999999999995,Cash,Pending
14195,14195,2024-01-29,654.03,Cash,Pending
14196,14196,2024-01-03,553.92,Cash,Paid
14197,14197,2024-11-06,1341.13,Bank Transfer,Paid
14198,14198,2024-01-26,491.4,Credit,Paid
14199,14199,2024-06-29,12.7,Credit,Pending
14200,14200,2024-05-15,540.8,Credit,Pending
14201,14201,2024-09-26,600.14,Credit,Pending
14202,14202,2024-02-26,493.39,Cash,Paid
14203,14203,2024-05-15,707.9100000000001,Bank Transfer,Pending
